location,pm25,pm10,co2,timestamp
Parel,290.33,338.03,685.96,2024-11-25 09:34:38
Sion,433.04,109.66,1456.01,2024-11-25 09:34:43
Mahalaxmi,260.19,50.01,3208.3,2024-11-25 09:34:48
Bandra,248.83,463.52,859.68,2024-11-25 09:34:53
Dahisar,477.93,454.94,4103.27,2024-11-25 09:34:58
Kurla,385.37,284.3,2707.05,2024-11-25 09:35:03
Borivali,198.29,73.58,3966.25,2024-11-25 09:35:08
Kurla,75.43,311.1,2908.63,2024-11-25 09:35:13
Sion,325.7,241.05,3500.15,2024-11-25 09:35:18
Andheri,199.56,482.53,4036.31,2024-11-25 09:35:24
Dahisar,335.14,461.18,4594.45,2024-11-25 09:35:29
Matunga,472.67,314.66,2182.89,2024-11-25 09:35:34
Dahisar,279.01,272.83,425.54,2024-11-25 09:35:39
Khar,465.85,409.28,1380.27,2024-11-25 09:35:44
Dahisar,222.73,135.7,1046.39,2024-11-25 09:35:49
Worli,66.92,410.61,3907.8,2024-11-25 09:35:54
Borivali,76.46,379.61,1894.95,2024-11-25 09:35:59
Sion,347.55,194.97,3020.79,2024-11-25 09:36:04
Nariman Point,1.55,349.01,2741.63,2024-11-25 09:36:09
Sion,267.24,372.36,3508.41,2024-11-25 09:36:14
Saki Naka,167.99,157.63,410.05,2024-11-25 09:36:19
Marine Drive,106.6,237.33,530.45,2024-11-25 09:36:24
Bandra,408.63,121.4,825.75,2024-11-25 09:36:29
Versova,283.68,409.77,4729.14,2024-11-25 09:36:34
Vile Parle,14.74,121.93,1519.26,2024-11-25 09:36:39
Borivali,224.0,209.98,3974.82,2024-11-25 09:36:44
Parel,429.38,235.98,3504.68,2024-11-25 09:36:49
Marine Drive,477.64,296.27,3217.52,2024-11-25 09:36:54
Santacruz,66.45,267.65,645.84,2024-11-25 09:36:59
Parel,61.25,52.49,1491.34,2024-11-25 09:37:04
Kandivali West,111.53,385.33,4734.96,2024-11-25 09:37:09
Thane,136.26,455.2,4154.06,2024-11-25 09:37:14
Khar,383.77,328.68,870.86,2024-11-25 09:37:19
Borivali,121.53,36.63,2709.15,2024-11-25 09:37:24
Thane,290.65,397.62,4282.41,2024-11-25 09:37:29
Bhayandar,223.21,444.79,3931.22,2024-11-25 09:37:34
Lower Parel,394.85,478.7,4315.08,2024-11-25 09:37:39
Marine Drive,40.08,25.53,4472.17,2024-11-25 09:37:44
Ghatkopar,239.58,178.23,4288.76,2024-11-25 09:37:49
Ghatkopar,221.92,187.59,1888.8,2024-11-25 09:37:54
Ghatkopar,431.15,478.56,974.23,2024-11-25 09:37:59
Worli,58.84,232.41,2875.55,2024-11-25 09:38:04
Bandra,278.33,39.73,3401.44,2024-11-25 09:38:09
Chembur,103.05,30.87,4848.74,2024-11-25 09:38:14
Worli,224.2,66.0,4131.03,2024-11-25 09:38:19
Colaba,117.55,143.56,3968.34,2024-11-25 09:38:24
Borivali,124.98,85.13,3431.36,2024-11-25 09:38:29
Vile Parle,237.04,133.6,4895.16,2024-11-25 09:38:34
Chembur,462.78,263.96,1742.89,2024-11-25 09:38:39
Jogeshwari,93.37,104.72,1717.22,2024-11-25 09:38:44
Andheri,151.02,218.53,3162.91,2024-11-25 09:38:49
Prabhadevi,197.89,17.95,4380.97,2024-11-25 09:38:54
Malad,297.23,260.08,4287.72,2024-11-25 09:38:59
Matunga,213.1,417.46,1412.34,2024-11-25 09:39:04
Mahalaxmi,50.92,5.73,3985.98,2024-11-25 09:39:09
Vashi,405.18,491.54,655.1,2024-11-25 09:39:14
Malad,226.97,394.74,4391.1,2024-11-25 09:39:19
Vile Parle,280.85,5.07,3587.06,2024-11-25 09:39:24
Santacruz,15.89,463.6,871.39,2024-11-25 09:39:29
Kandivali West,468.98,250.44,3310.1,2024-11-25 09:39:34
Vashi,53.85,337.09,4603.48,2024-11-25 09:39:40
Thane,414.41,361.41,3228.13,2024-11-25 09:39:45
Santacruz,408.05,125.49,2035.67,2024-11-25 09:39:50
Versova,32.58,259.31,1790.85,2024-11-25 09:39:55
Kandivali West,122.06,432.36,4053.08,2024-11-25 09:40:00
Santacruz,462.23,91.69,530.54,2024-11-25 09:40:05
Sion,364.29,277.54,400.01,2024-11-25 09:40:10
Kandivali,326.71,282.02,4558.34,2024-11-25 09:40:15
Mulund,23.28,475.95,4462.6,2024-11-25 09:40:20
Chembur,413.44,333.91,2769.19,2024-11-25 09:40:25
Kurla,173.9,484.68,3924.3,2024-11-25 09:40:30
Borivali,330.6,467.64,3558.67,2024-11-25 09:40:35
Matunga,193.73,412.6,1722.86,2024-11-25 09:40:40
Nariman Point,442.95,316.17,4927.79,2024-11-25 09:40:45
Mahalaxmi,70.37,379.72,593.61,2024-11-25 09:40:50
Lower Parel,359.71,279.85,1868.4,2024-11-25 09:40:55
Dahisar,306.92,66.9,1857.09,2024-11-25 09:41:00
Parel,6.91,366.33,3026.43,2024-11-25 09:41:05
Bhayandar,78.83,459.79,1047.34,2024-11-25 09:41:10
Versova,72.34,405.03,4662.17,2024-11-25 09:41:15
Thane,180.25,19.47,785.26,2024-11-25 09:41:20
Bandra,299.34,92.12,3456.51,2024-11-25 09:41:25
Santacruz,94.32,436.39,4460.8,2024-11-25 09:41:30
Ghatkopar,224.69,337.07,4458.16,2024-11-25 09:41:35
Khar,3.42,478.28,748.23,2024-11-25 09:41:40
Kandivali,104.11,366.09,2223.85,2024-11-25 09:41:45
Vile Parle,163.72,77.64,4694.38,2024-11-25 09:41:51
Dadar,356.62,441.3,2022.83,2024-11-25 09:41:56
Kandivali West,16.74,268.07,530.58,2024-11-25 09:42:01
Parel,154.02,16.67,2226.43,2024-11-25 09:42:06
Chembur,484.79,361.71,2964.64,2024-11-25 09:42:11
Worli,150.21,344.18,2646.8,2024-11-25 09:42:16
Colaba,111.54,452.27,4657.63,2024-11-25 09:42:21
Colaba,258.34,335.74,4868.93,2024-11-25 09:42:26
Colaba,106.22,215.24,1821.37,2024-11-25 09:42:31
Kandivali West,343.61,228.34,409.03,2024-11-25 09:42:36
Bhayandar,311.07,372.93,1011.69,2024-11-25 09:42:41
Kandivali West,91.27,270.68,4725.55,2024-11-25 09:42:46
Kandivali West,123.88,391.62,2365.59,2024-11-25 09:42:51
Sion,470.56,395.44,3495.91,2024-11-25 09:42:56
Versova,349.6,56.67,3698.85,2024-11-25 09:43:01
Khar,31.79,396.64,4142.13,2024-11-25 09:43:06
Versova,459.9,343.76,4540.07,2024-11-25 09:43:11
Worli,330.81,132.45,2293.03,2024-11-25 09:43:17
Vile Parle,122.99,284.28,652.02,2024-11-25 09:43:22
Dadar,220.76,282.74,4807.86,2024-11-25 09:43:27
Bandra,386.1,354.57,2916.79,2024-11-25 09:43:32
Bhayandar,495.3,276.26,4163.32,2024-11-25 09:43:37
Kandivali West,468.08,294.99,3737.32,2024-11-25 09:43:42
Thane,471.68,132.6,829.2,2024-11-25 09:43:47
Vashi,165.64,107.17,3102.64,2024-11-25 09:43:52
Prabhadevi,136.23,163.33,2807.55,2024-11-25 09:43:57
Jogeshwari,96.91,163.0,4844.12,2024-11-25 09:44:02
Sion,219.13,389.66,4837.53,2024-11-25 09:44:07
Lower Parel,250.0,134.52,323.18,2024-11-25 09:44:12
Kandivali West,4.96,12.3,1547.45,2024-11-25 09:44:17
Dahisar,388.98,276.19,4247.68,2024-11-25 09:44:22
Vile Parle,166.6,221.79,1979.61,2024-11-25 09:44:27
Worli,63.08,482.36,1077.75,2024-11-25 09:44:32
Thane,49.61,154.97,1409.67,2024-11-25 09:44:37
Santacruz,140.58,435.25,1070.04,2024-11-25 09:44:42
Saki Naka,430.67,182.99,1990.4,2024-11-25 09:44:47
Thane,204.44,403.84,3790.79,2024-11-25 09:44:52
Vile Parle,35.92,295.24,4311.54,2024-11-25 09:44:57
Nariman Point,373.88,208.57,4283.46,2024-11-25 09:45:02
Kandivali,142.11,424.36,4467.7,2024-11-25 09:45:07
Prabhadevi,43.46,231.85,895.01,2024-11-25 09:45:12
Mahalaxmi,66.12,366.41,2394.48,2024-11-25 09:45:17
Kandivali West,100.41,250.42,4863.14,2024-11-25 09:45:23
Vile Parle,449.57,253.82,1360.87,2024-11-25 09:45:28
Kandivali East,444.46,340.62,4914.68,2024-11-25 09:45:33
Versova,186.82,174.54,3241.12,2024-11-25 09:45:38
Kurla,83.73,109.42,3753.85,2024-11-25 09:45:43
Prabhadevi,192.24,263.94,2616.32,2024-11-25 09:45:48
Kandivali West,13.05,38.56,3439.85,2024-11-25 09:45:53
Dahisar,351.83,175.78,3297.08,2024-11-25 09:45:58
Prabhadevi,72.18,488.05,3561.66,2024-11-25 09:46:03
Worli,19.74,464.68,2045.75,2024-11-25 09:46:08
Lower Parel,477.17,211.8,727.91,2024-11-25 09:46:13
Colaba,300.25,382.1,2508.38,2024-11-25 09:46:19
Kandivali East,59.35,144.71,4225.95,2024-11-25 09:46:24
Thane,353.61,55.78,1847.7,2024-11-25 09:46:29
Vashi,450.45,265.31,2719.66,2024-11-25 09:46:34
Colaba,59.42,217.64,1439.57,2024-11-25 09:46:39
Mulund,296.52,334.41,861.47,2024-11-25 09:46:44
Saki Naka,263.35,167.4,4109.86,2024-11-25 09:46:49
Worli,186.33,409.13,3843.43,2024-11-25 09:46:54
Kurla,293.13,89.98,450.14,2024-11-25 09:46:59
Colaba,177.74,110.25,4512.81,2024-11-25 09:47:04
Marine Drive,376.42,136.25,353.95,2024-11-25 09:47:09
Kandivali West,182.89,212.82,3862.6,2024-11-25 09:47:14
Bhayandar,355.04,52.99,1138.93,2024-11-25 09:47:19
Mahalaxmi,243.66,481.43,2276.64,2024-11-25 09:47:24
Vile Parle,248.29,286.81,3482.34,2024-11-25 09:47:29
Thane,0.26,324.65,4698.19,2024-11-25 09:47:34
Prabhadevi,271.76,179.35,3889.0,2024-11-25 09:47:39
Versova,193.15,111.85,1245.92,2024-11-25 09:47:44
Parel,50.09,243.57,1730.4,2024-11-25 09:47:50
Vile Parle,287.83,69.32,527.75,2024-11-25 09:47:55
Bandra,211.04,40.85,1208.43,2024-11-25 09:48:00
Kurla,34.96,325.13,3311.73,2024-11-25 09:48:05
Chembur,383.27,230.58,2604.85,2024-11-25 09:48:10
Bandra,321.08,190.15,3053.21,2024-11-25 09:48:15
Prabhadevi,418.61,61.54,2520.68,2024-11-25 09:48:20
Lower Parel,429.94,125.88,2949.03,2024-11-25 09:48:25
Andheri,368.42,114.59,632.97,2024-11-25 09:48:30
Chembur,463.96,153.16,4293.29,2024-11-25 09:48:35
Jogeshwari,300.69,337.74,2280.17,2024-11-25 09:48:40
Versova,29.9,38.94,3352.3,2024-11-25 09:48:45
Saki Naka,343.15,315.68,2442.65,2024-11-25 09:48:50
Malad,281.85,31.35,3116.04,2024-11-25 09:48:55
Ghatkopar,454.39,231.43,2781.94,2024-11-25 09:49:00
Dahisar,57.4,0.61,2963.13,2024-11-25 09:49:05
Malad,388.82,444.72,4361.67,2024-11-25 09:49:10
Matunga,494.11,334.58,4391.57,2024-11-25 09:49:15
Marine Drive,3.65,347.77,3866.26,2024-11-25 09:49:20
Parel,220.77,3.98,517.18,2024-11-25 09:49:25
Dadar,489.34,124.79,2778.3,2024-11-25 09:49:30
Bandra,192.96,153.24,3234.57,2024-11-25 09:49:35
Matunga,446.48,18.82,3809.78,2024-11-25 09:49:40
Colaba,98.82,102.16,720.34,2024-11-25 09:49:45
Marine Drive,9.81,59.41,1092.63,2024-11-25 09:49:50
Worli,266.75,364.21,774.83,2024-11-25 09:49:55
Versova,245.98,452.35,370.18,2024-11-25 09:50:00
Marine Drive,329.59,469.92,3245.88,2024-11-25 09:50:05
Vile Parle,24.49,368.05,1883.42,2024-11-25 09:50:10
Malad,166.54,229.89,2867.88,2024-11-25 09:50:15
Bhayandar,364.85,364.87,614.25,2024-11-25 09:50:20
Parel,473.68,52.52,1815.24,2024-11-25 09:50:25
Colaba,349.3,334.57,1730.38,2024-11-25 09:50:30
Kandivali West,74.06,217.0,4073.77,2024-11-25 09:50:35
Vashi,402.81,203.39,1016.73,2024-11-25 09:50:40
Vashi,5.55,195.26,349.68,2024-11-25 09:50:45
Kurla,166.33,257.72,4270.18,2024-11-25 09:50:50
Saki Naka,24.92,398.95,3639.11,2024-11-25 09:50:55
Ghatkopar,252.58,453.45,3666.9,2024-11-25 09:51:00
Kandivali,413.99,3.04,3308.02,2024-11-25 09:51:05
Bhayandar,57.15,134.62,4129.56,2024-11-25 09:51:10
Kandivali,144.3,234.94,2166.14,2024-11-25 09:51:15
Vile Parle,440.92,38.64,304.02,2024-11-25 09:51:20
Matunga,71.56,46.29,3217.38,2024-11-25 09:51:25
Prabhadevi,140.93,127.85,4614.44,2024-11-25 09:51:30
Santacruz,491.08,298.78,3277.52,2024-11-25 09:51:35
Vashi,168.7,387.99,4249.33,2024-11-25 09:51:40
Nariman Point,318.82,242.73,485.36,2024-11-25 09:51:45
Nariman Point,165.18,463.22,663.27,2024-11-25 09:51:50
Chembur,160.09,224.24,1215.31,2024-11-25 09:51:55
Jogeshwari,236.7,287.84,1145.83,2024-11-25 09:52:00
Nariman Point,189.63,323.91,2889.79,2024-11-25 09:52:05
Bandra,275.0,424.74,389.88,2024-11-25 09:52:10
Malad,84.37,343.85,4790.14,2024-11-25 09:52:15
Thane,139.9,432.46,2585.09,2024-11-25 09:52:20
Matunga,148.42,194.04,2543.65,2024-11-25 09:52:25
Chembur,339.66,450.34,2993.42,2024-11-25 09:52:30
Dadar,83.61,398.2,1631.47,2024-11-25 09:52:35
Borivali,125.8,426.2,399.38,2024-11-25 09:52:40
Malad,44.49,360.48,1753.03,2024-11-25 09:52:45
Vashi,337.22,479.18,1462.17,2024-11-25 09:52:50
Bhayandar,397.15,172.1,1609.19,2024-11-25 09:52:55
Colaba,226.72,2.49,4833.13,2024-11-25 09:53:00
Vile Parle,353.83,252.09,1528.85,2024-11-25 09:53:05
Dahisar,160.96,357.53,457.88,2024-11-25 09:53:10
Dadar,176.15,486.6,2890.15,2024-11-25 09:53:15
Thane,112.75,236.25,3004.64,2024-11-25 09:53:20
Prabhadevi,347.41,144.26,3654.05,2024-11-25 09:53:25
Dadar,389.86,71.52,500.88,2024-11-25 09:53:31
Sion,11.42,194.49,868.45,2024-11-25 09:53:36
Kandivali,400.92,379.18,4164.03,2024-11-25 09:53:41
Mulund,316.65,475.93,3382.57,2024-11-25 09:53:46
Vashi,82.49,77.81,3496.9,2024-11-25 09:53:51
Prabhadevi,11.46,492.94,3502.99,2024-11-25 09:53:56
Andheri,475.82,205.76,4714.58,2024-11-25 09:54:01
Marine Drive,377.14,464.68,4597.19,2024-11-25 09:54:06
Thane,356.41,411.92,3304.79,2024-11-25 09:54:11
Chembur,437.65,428.03,3096.51,2024-11-25 09:54:16
Matunga,149.63,75.2,3225.1,2024-11-25 09:54:21
Malad,164.13,492.89,1604.1,2024-11-25 09:54:26
Prabhadevi,188.37,29.48,2313.92,2024-11-25 09:54:31
Vile Parle,374.04,463.71,3772.08,2024-11-25 09:54:36
Kandivali East,137.09,226.85,2566.55,2024-11-25 09:54:41
Malad,179.82,395.73,3571.09,2024-11-25 09:54:46
Saki Naka,178.79,70.29,4668.59,2024-11-25 09:54:51
Kandivali West,22.31,252.99,587.08,2024-11-25 09:54:56
Matunga,92.71,391.88,2889.08,2024-11-25 09:55:01
Lower Parel,96.92,371.15,2359.18,2024-11-25 09:55:06
Vashi,445.62,204.71,2300.82,2024-11-25 09:55:11
Colaba,322.12,348.49,3535.26,2024-11-25 09:55:16
Prabhadevi,369.24,161.0,743.43,2024-11-25 09:55:21
Malad,101.97,80.59,1097.22,2024-11-25 09:55:26
Bhayandar,169.33,211.38,2661.18,2024-11-25 09:55:31
Dahisar,468.79,493.55,3510.99,2024-11-25 09:55:36
Kandivali East,204.28,468.38,4468.4,2024-11-25 09:55:41
Mulund,266.41,368.01,589.67,2024-11-25 09:55:46
Mahalaxmi,323.44,229.77,4412.62,2024-11-25 09:55:51
Sion,211.76,3.28,3044.87,2024-11-25 09:55:56
Andheri,13.05,131.08,1390.17,2024-11-25 09:56:02
Ghatkopar,381.45,162.42,3480.85,2024-11-25 09:56:07
Kurla,47.8,124.98,812.58,2024-11-25 09:56:12
Kandivali West,337.96,267.65,1320.57,2024-11-25 09:56:17
Mahalaxmi,145.05,335.58,1296.71,2024-11-25 09:56:22
Kurla,292.36,329.59,4034.92,2024-11-25 09:56:27
Vile Parle,32.49,0.02,3466.04,2024-11-25 09:56:32
Thane,120.76,367.74,3572.16,2024-11-25 09:56:37
Sion,318.67,23.42,583.78,2024-11-25 09:56:42
Dadar,186.13,273.32,987.44,2024-11-25 09:56:47
Prabhadevi,105.74,441.23,2120.04,2024-11-25 09:56:52
Ghatkopar,222.22,442.49,3282.52,2024-11-25 09:56:57
Vile Parle,68.97,99.13,3221.58,2024-11-25 09:57:03
Nariman Point,217.96,242.91,3820.27,2024-11-25 09:57:08
Thane,371.5,216.18,4246.96,2024-11-25 09:57:13
Santacruz,86.63,25.26,2235.35,2024-11-25 09:57:18
Mulund,490.95,39.34,2312.15,2024-11-25 09:57:23
Parel,484.47,3.43,3810.22,2024-11-25 09:57:28
Marine Drive,119.86,149.06,905.21,2024-11-25 09:57:33
Kandivali East,446.17,398.23,2311.3,2024-11-25 09:57:38
Vile Parle,416.09,315.27,2445.92,2024-11-25 09:57:43
Andheri,239.29,193.35,4349.04,2024-11-25 09:57:48
Kandivali East,227.31,148.99,3011.06,2024-11-25 09:57:53
Sion,415.93,43.75,2130.98,2024-11-25 09:57:58
Worli,181.66,155.94,1254.07,2024-11-25 09:58:03
Dahisar,419.39,150.55,680.53,2024-11-25 09:58:08
Worli,226.4,292.64,3150.55,2024-11-25 09:58:13
Versova,294.08,467.81,1826.84,2024-11-25 09:58:18
Kandivali West,398.87,259.15,3290.5,2024-11-25 09:58:23
Nariman Point,229.62,426.56,3004.12,2024-11-25 09:58:28
Vashi,159.55,417.83,2407.69,2024-11-25 09:58:33
Santacruz,493.75,232.66,3090.9,2024-11-25 09:58:38
Lower Parel,214.65,170.89,3752.34,2024-11-25 09:58:43
Vashi,81.26,440.01,1989.33,2024-11-25 09:58:48
Mahalaxmi,221.4,422.66,4426.2,2024-11-25 09:58:53
Kandivali East,119.46,443.17,2670.89,2024-11-25 09:58:58
Jogeshwari,328.07,165.2,2614.29,2024-11-25 09:59:03
Colaba,185.52,125.81,4883.68,2024-11-25 09:59:08
Sion,276.59,238.26,483.86,2024-11-25 09:59:13
Kurla,455.53,17.69,4521.79,2024-11-25 09:59:18
Kandivali East,177.24,382.27,732.66,2024-11-25 09:59:23
Andheri,303.75,258.93,4144.7,2024-11-25 09:59:28
Mulund,87.71,392.74,1557.25,2024-11-25 09:59:33
Jogeshwari,73.66,187.71,2720.07,2024-11-25 09:59:38
Versova,418.09,245.57,2733.29,2024-11-25 09:59:44
Lower Parel,310.05,35.05,3632.41,2024-11-25 09:59:49
Dahisar,295.63,85.09,4482.26,2024-11-25 09:59:54
Ghatkopar,374.15,83.59,4148.98,2024-11-25 09:59:59
Kandivali East,46.61,311.52,4854.06,2024-11-25 10:00:04
Kandivali East,246.11,367.14,2112.45,2024-11-25 10:00:09
Worli,355.72,366.74,4037.99,2024-11-25 10:00:14
Bhayandar,37.39,101.81,2319.03,2024-11-25 10:00:19
Kandivali,440.27,401.4,3152.25,2024-11-25 10:00:24
Jogeshwari,229.79,181.17,2689.28,2024-11-25 10:00:29
Mulund,428.06,75.48,4000.84,2024-11-25 10:00:34
Worli,228.95,71.83,497.27,2024-11-25 10:00:39
Saki Naka,120.03,210.48,3584.8,2024-11-25 10:00:44
Vashi,332.29,258.62,650.26,2024-11-25 10:00:49
Vashi,87.84,426.88,4299.48,2024-11-25 10:00:54
Santacruz,393.4,455.8,2609.48,2024-11-25 10:00:59
Bhayandar,489.63,136.51,4486.6,2024-11-25 10:01:04
Kandivali West,467.59,26.64,2576.23,2024-11-25 10:01:09
Prabhadevi,453.81,332.34,1888.68,2024-11-25 10:01:14
Parel,47.33,336.74,582.44,2024-11-25 10:01:20
Kandivali West,182.45,155.26,1524.67,2024-11-25 10:01:25
Parel,38.05,272.5,4751.32,2024-11-25 10:01:30
Prabhadevi,307.78,208.39,1506.08,2024-11-25 10:01:35
Parel,436.53,163.59,3214.06,2024-11-25 10:01:40
Andheri,263.87,238.77,2688.72,2024-11-25 10:01:45
Kandivali East,476.5,64.7,2695.05,2024-11-25 10:01:50
Santacruz,457.81,9.02,1847.17,2024-11-25 10:01:55
Santacruz,330.23,181.23,711.76,2024-11-25 10:02:00
Santacruz,302.07,408.3,725.23,2024-11-25 10:02:05
Mulund,394.57,213.26,3595.77,2024-11-25 10:02:10
Borivali,383.55,246.9,2560.08,2024-11-25 10:02:15
Santacruz,446.41,101.81,4257.77,2024-11-25 10:02:20
Ghatkopar,380.67,351.22,3900.47,2024-11-25 10:02:25
Sion,442.19,165.89,4643.94,2024-11-25 10:02:30
Lower Parel,495.2,177.76,3087.38,2024-11-25 10:02:35
Bhayandar,97.58,460.65,4855.2,2024-11-25 10:02:40
Dahisar,82.34,196.47,4983.06,2024-11-25 10:02:45
Dahisar,189.25,339.87,546.63,2024-11-25 10:02:50
Sion,402.07,135.97,1058.1,2024-11-25 10:02:55
Jogeshwari,22.45,367.19,4471.43,2024-11-25 10:03:00
Bandra,410.98,284.72,2220.62,2024-11-25 10:03:05
Kandivali,106.1,8.93,804.95,2024-11-25 10:03:10
Marine Drive,240.85,151.66,4277.05,2024-11-25 10:03:15
Mahalaxmi,344.6,178.14,4480.26,2024-11-25 10:03:20
Thane,480.44,199.4,621.86,2024-11-25 10:03:25
Borivali,78.74,61.34,4014.4,2024-11-25 10:03:30
Marine Drive,48.0,212.38,4997.49,2024-11-25 10:03:35
Kandivali West,10.53,75.67,4644.2,2024-11-25 10:03:40
Dahisar,236.53,54.07,1189.69,2024-11-25 10:03:46
Saki Naka,232.2,137.68,2615.59,2024-11-25 10:03:51
Andheri,38.94,108.75,4751.88,2024-11-25 10:03:56
Dadar,107.67,336.01,1804.18,2024-11-25 10:04:01
Vile Parle,114.56,207.67,4667.47,2024-11-25 10:04:06
Colaba,78.12,56.76,668.72,2024-11-25 10:04:11
Worli,444.8,56.18,4646.0,2024-11-25 10:04:16
Matunga,153.09,427.06,4661.39,2024-11-25 10:04:21
Kandivali,184.09,258.79,4886.88,2024-11-25 10:04:26
Kandivali,203.67,186.54,3830.3,2024-11-25 10:04:31
Sion,80.47,380.09,2248.09,2024-11-25 10:04:36
Kandivali,347.48,369.38,2187.66,2024-11-25 10:04:41
Colaba,484.78,250.5,673.22,2024-11-25 10:04:46
Vashi,489.46,356.08,1848.92,2024-11-25 10:04:51
Vashi,62.43,60.55,977.21,2024-11-25 10:04:56
Khar,53.58,324.48,591.17,2024-11-25 10:05:01
Andheri,181.51,243.86,4309.2,2024-11-25 10:05:06
Saki Naka,255.83,77.13,4557.1,2024-11-25 10:05:11
Prabhadevi,50.32,87.78,1898.47,2024-11-25 10:05:16
Andheri,300.03,479.67,3442.4,2024-11-25 10:05:21
Chembur,2.33,14.82,4763.0,2024-11-25 10:05:26
Lower Parel,438.77,156.81,1931.7,2024-11-25 10:05:31
Colaba,99.12,133.04,3707.98,2024-11-25 10:05:36
Thane,314.27,310.2,916.38,2024-11-25 10:05:41
Chembur,302.76,169.29,334.66,2024-11-25 10:05:46
Versova,386.45,249.69,1061.25,2024-11-25 10:05:51
Versova,226.0,320.5,3524.26,2024-11-25 10:05:56
Mulund,218.24,487.72,2679.75,2024-11-25 10:06:01
Khar,409.14,111.82,2286.47,2024-11-25 10:06:06
Ghatkopar,327.92,218.67,4585.34,2024-11-25 10:06:11
Vile Parle,2.74,369.71,1189.85,2024-11-25 10:06:16
Kurla,316.87,481.04,3669.05,2024-11-25 10:06:21
Lower Parel,34.05,205.41,593.41,2024-11-25 10:06:26
Versova,7.35,489.02,1523.17,2024-11-25 10:06:31
Sion,141.91,59.31,1889.72,2024-11-25 10:06:36
Versova,295.38,171.58,4802.68,2024-11-25 10:06:41
Kandivali East,308.97,102.73,1490.94,2024-11-25 10:06:46
Santacruz,12.62,377.85,3243.6,2024-11-25 10:06:51
Mulund,92.97,428.99,4424.72,2024-11-25 10:06:56
Colaba,3.78,121.31,3647.14,2024-11-25 10:07:01
Parel,460.78,11.18,447.22,2024-11-25 10:07:06
Lower Parel,99.99,472.02,588.12,2024-11-25 10:07:11
Kandivali West,58.12,264.48,2708.33,2024-11-25 10:07:16
Kandivali West,214.79,249.04,3702.49,2024-11-25 10:07:21
Vile Parle,238.72,101.89,1346.02,2024-11-25 10:07:26
Sion,484.1,123.74,3021.66,2024-11-25 10:07:31
Khar,110.07,445.64,1460.65,2024-11-25 10:07:36
Mahalaxmi,395.58,301.33,4462.56,2024-11-25 10:07:41
Kandivali West,108.04,291.36,3666.26,2024-11-25 10:07:46
Dahisar,72.32,78.02,914.75,2024-11-25 10:07:51
Malad,51.47,46.98,514.27,2024-11-25 10:07:56
Thane,99.12,15.99,3697.1,2024-11-25 10:08:01
Nariman Point,450.29,104.66,1426.5,2024-11-25 10:08:06
Borivali,305.32,396.95,4789.67,2024-11-25 10:08:11
Colaba,175.71,309.75,3134.6,2024-11-25 10:08:16
Prabhadevi,119.46,409.36,1013.14,2024-11-25 10:08:21
Nariman Point,161.57,2.14,1974.19,2024-11-25 10:08:26
Malad,364.48,40.07,2567.72,2024-11-25 10:08:31
Borivali,455.58,274.32,4446.67,2024-11-25 10:08:36
Kurla,42.2,51.94,1336.84,2024-11-25 10:08:41
Mahalaxmi,213.95,400.16,754.97,2024-11-25 10:08:46
Colaba,64.0,110.76,1669.14,2024-11-25 10:08:51
Chembur,115.24,25.48,341.41,2024-11-25 10:08:56
Malad,483.4,135.51,4260.06,2024-11-25 10:09:01
Vashi,244.27,413.38,3677.59,2024-11-25 10:09:06
Jogeshwari,427.77,385.16,2331.72,2024-11-25 10:09:11
Andheri,123.72,68.44,1383.01,2024-11-25 10:09:16
Jogeshwari,349.34,11.73,4617.41,2024-11-25 10:09:21
Borivali,144.87,315.85,3384.1,2024-11-25 10:09:26
Kurla,454.06,454.65,2006.51,2024-11-25 10:09:31
Thane,299.63,60.52,2106.11,2024-11-25 10:09:36
Nariman Point,409.23,108.69,4762.89,2024-11-25 10:09:41
Marine Drive,470.59,240.53,2776.38,2024-11-25 10:09:46
Borivali,184.97,326.12,466.09,2024-11-25 10:09:51
Parel,16.38,2.29,1370.17,2024-11-25 10:09:56
Dahisar,456.68,497.29,4239.93,2024-11-25 10:10:01
Thane,385.34,346.21,2995.74,2024-11-25 10:10:06
Worli,254.72,117.96,3307.95,2024-11-25 10:10:11
Lower Parel,91.21,23.81,1151.35,2024-11-25 10:10:17
Matunga,439.06,3.97,483.11,2024-11-25 10:10:22
Khar,342.29,332.5,1781.49,2024-11-25 10:10:27
Andheri,313.46,46.78,745.87,2024-11-25 10:10:32
Bandra,134.53,101.77,3563.18,2024-11-25 10:10:37
Thane,250.77,160.68,3752.42,2024-11-25 10:10:42
Borivali,101.32,75.51,860.1,2024-11-25 10:10:47
Khar,401.66,168.1,1527.37,2024-11-25 10:10:52
Khar,217.62,29.01,954.55,2024-11-25 10:10:57
Vile Parle,380.7,141.31,4870.37,2024-11-25 10:11:02
Santacruz,344.2,228.3,601.9,2024-11-25 10:11:07
Borivali,391.84,442.48,3646.51,2024-11-25 10:11:12
Mahalaxmi,8.65,136.19,4869.74,2024-11-25 10:11:17
Dadar,30.56,475.36,867.76,2024-11-25 10:11:22
Sion,313.92,260.67,737.63,2024-11-25 10:11:27
Malad,12.04,149.12,4205.76,2024-11-25 10:11:32
Santacruz,33.32,29.27,3923.26,2024-11-25 10:11:37
Mulund,218.1,107.95,772.27,2024-11-25 10:11:42
