location,temperature,humidity,rainfall,wind_speed,timestamp
Santacruz,33.72,56,163.28,7.43,2024-11-25 09:24:51
Saki Naka,23.7,27,17.64,3.06,2024-11-25 09:24:56
Andheri,31.28,97,15.64,15.14,2024-11-25 09:25:01
Andheri,23.32,90,192.34,15.11,2024-11-25 09:25:06
Kandivali West,39.89,77,86.15,13.78,2024-11-25 09:25:11
Thane,14.61,64,36.65,12.92,2024-11-25 09:25:16
Chembur,2.08,49,3.04,18.31,2024-11-25 09:25:21
Kandivali,26.06,22,63.42,13.05,2024-11-25 09:25:26
Mulund,5.8,41,123.3,11.3,2024-11-25 09:25:31
Kurla,-0.21,67,145.93,17.97,2024-11-25 09:25:36
Thane,4.6,56,50.49,12.75,2024-11-25 09:25:41
Matunga,2.84,22,170.77,4.07,2024-11-25 09:25:46
Kandivali,-1.0,85,57.14,2.38,2024-11-25 09:25:51
Bhayandar,17.73,51,25.06,1.38,2024-11-25 09:25:56
Marine Drive,25.82,84,147.42,1.97,2024-11-25 09:26:01
Sion,4.95,82,140.88,2.33,2024-11-25 09:26:06
Kandivali East,22.94,24,24.01,8.41,2024-11-25 09:26:11
Saki Naka,32.86,27,90.38,4.65,2024-11-25 09:26:16
Marine Drive,26.9,29,84.46,15.53,2024-11-25 09:26:21
Thane,6.25,89,55.04,17.51,2024-11-25 09:26:26
Mulund,25.83,97,28.47,11.79,2024-11-25 09:26:31
Nariman Point,26.89,38,21.47,2.59,2024-11-25 09:26:36
Worli,7.58,58,4.17,16.2,2024-11-25 09:26:41
Santacruz,28.25,71,162.28,12.71,2024-11-25 09:26:46
Kandivali East,23.0,48,190.99,2.12,2024-11-25 09:26:51
Kandivali West,6.68,21,33.83,6.6,2024-11-25 09:26:56
Bandra,20.4,24,34.18,4.96,2024-11-25 09:27:01
Saki Naka,24.71,24,170.87,2.09,2024-11-25 09:27:06
Dadar,4.83,60,44.94,7.12,2024-11-25 09:27:11
Matunga,1.17,89,31.83,0.64,2024-11-25 09:27:17
Lower Parel,1.73,36,59.06,3.11,2024-11-25 09:27:22
Kandivali,-3.41,98,27.1,8.11,2024-11-25 09:27:27
Worli,19.41,26,24.22,17.32,2024-11-25 09:27:32
Mulund,24.07,67,10.89,1.9,2024-11-25 09:27:37
Dadar,-8.22,21,139.33,5.89,2024-11-25 09:27:42
Lower Parel,28.36,39,112.33,10.92,2024-11-25 09:27:47
Kandivali East,-10.0,35,73.74,5.11,2024-11-25 09:27:52
Bhayandar,-5.03,37,73.54,19.51,2024-11-25 09:27:57
Borivali,27.76,80,57.6,4.16,2024-11-25 09:28:02
Saki Naka,39.22,100,85.7,2.9,2024-11-25 09:28:07
Parel,30.51,20,98.47,6.29,2024-11-25 09:28:12
Kandivali East,21.94,38,195.35,9.01,2024-11-25 09:28:17
Parel,21.06,53,35.86,12.72,2024-11-25 09:28:22
Bhayandar,39.34,56,145.53,15.98,2024-11-25 09:28:27
Mulund,39.16,31,17.48,17.94,2024-11-25 09:28:32
Dahisar,32.72,44,178.07,12.73,2024-11-25 09:28:37
Bhayandar,32.81,39,32.81,0.18,2024-11-25 09:28:42
Dadar,39.51,99,177.94,2.21,2024-11-25 09:28:47
Kandivali East,36.08,84,15.75,16.84,2024-11-25 09:28:52
Kandivali,9.97,65,177.59,9.23,2024-11-25 09:28:57
Worli,0.49,99,16.8,17.84,2024-11-25 09:29:02
Sion,10.67,65,96.85,8.23,2024-11-25 09:29:07
Nariman Point,15.57,42,131.28,8.48,2024-11-25 09:29:12
Dadar,37.6,27,130.43,14.39,2024-11-25 09:29:17
Lower Parel,14.64,54,17.04,10.15,2024-11-25 09:29:22
Vashi,30.75,74,65.14,12.23,2024-11-25 09:29:27
Vile Parle,28.86,55,37.56,16.27,2024-11-25 09:29:32
Ghatkopar,30.7,64,170.49,11.0,2024-11-25 09:29:37
Ghatkopar,-3.47,31,167.32,16.15,2024-11-25 09:29:42
Vile Parle,-3.52,52,49.86,8.53,2024-11-25 09:29:47
Borivali,32.05,73,95.8,9.03,2024-11-25 09:29:52
Marine Drive,-0.71,72,114.12,11.74,2024-11-25 09:29:57
Chembur,11.06,35,59.43,16.38,2024-11-25 09:30:02
Kandivali East,1.62,93,53.28,17.7,2024-11-25 09:30:07
Kandivali East,23.02,92,109.7,3.04,2024-11-25 09:30:12
Kandivali West,11.17,69,21.8,12.33,2024-11-25 09:30:17
Matunga,21.36,64,186.56,6.0,2024-11-25 09:30:22
Parel,-4.19,93,153.2,13.69,2024-11-25 09:30:28
Sion,17.64,65,62.68,10.14,2024-11-25 09:30:33
Colaba,23.98,32,116.59,9.75,2024-11-25 09:30:38
Matunga,2.1,84,12.72,0.93,2024-11-25 09:30:43
Borivali,20.38,35,173.81,0.62,2024-11-25 09:30:48
Santacruz,8.04,53,76.8,2.94,2024-11-25 09:30:53
Parel,-7.18,84,99.22,2.12,2024-11-25 09:30:58
Mulund,39.6,29,74.19,16.54,2024-11-25 09:31:03
Parel,-1.3,78,144.23,1.92,2024-11-25 09:31:08
Ghatkopar,14.84,67,6.24,13.29,2024-11-25 09:31:13
Saki Naka,19.78,58,24.6,1.71,2024-11-25 09:31:18
Mahalaxmi,38.25,100,58.03,17.7,2024-11-25 09:31:23
Vashi,7.34,34,71.14,2.84,2024-11-25 09:31:28
Saki Naka,-1.62,32,166.24,0.33,2024-11-25 09:31:33
Versova,-6.09,100,123.8,9.27,2024-11-25 09:31:38
Dahisar,-2.24,35,183.13,3.78,2024-11-25 09:31:43
Parel,2.4,100,161.75,13.42,2024-11-25 09:31:48
Malad,18.37,52,73.45,5.31,2024-11-25 09:31:53
Mulund,-9.28,25,119.73,12.45,2024-11-25 09:31:58
Dadar,22.0,85,125.15,8.53,2024-11-25 09:32:03
Saki Naka,20.63,90,66.39,7.93,2024-11-25 09:32:08
Mulund,-0.34,35,21.16,5.33,2024-11-25 09:32:13
Mulund,30.09,57,178.85,3.68,2024-11-25 09:32:18
Malad,38.92,34,168.62,2.86,2024-11-25 09:32:23
Malad,9.19,65,24.09,7.24,2024-11-25 09:32:28
Dadar,36.94,20,77.43,9.19,2024-11-25 09:32:33
Andheri,-0.86,78,67.46,16.83,2024-11-25 09:32:38
Vile Parle,4.06,53,125.84,3.12,2024-11-25 09:32:43
Worli,17.14,21,113.66,0.25,2024-11-25 09:32:48
Jogeshwari,20.05,41,2.35,4.13,2024-11-25 09:32:53
Bandra,33.8,80,149.55,16.47,2024-11-25 09:32:58
Khar,28.76,74,49.19,6.8,2024-11-25 09:33:03
Thane,36.34,89,90.94,19.95,2024-11-25 09:33:08
Mahalaxmi,34.82,81,87.24,11.88,2024-11-25 09:33:13
Kurla,4.19,90,165.33,4.14,2024-11-25 09:33:18
Lower Parel,36.38,80,10.98,6.18,2024-11-25 09:33:23
Dadar,7.92,89,117.48,3.07,2024-11-25 09:33:28
Mahalaxmi,13.94,53,36.56,0.34,2024-11-25 09:33:33
Santacruz,4.42,41,78.93,11.03,2024-11-25 09:33:38
Khar,28.81,68,108.26,9.95,2024-11-25 09:33:43
Worli,32.85,27,42.67,7.98,2024-11-25 09:33:48
Vashi,7.13,39,152.5,7.97,2024-11-25 09:33:53
Mahalaxmi,6.09,44,72.34,4.58,2024-11-25 09:33:58
Dadar,36.3,87,126.09,7.26,2024-11-25 09:34:03
Kandivali East,2.44,37,99.13,12.48,2024-11-25 09:34:08
Mulund,34.4,73,22.1,13.21,2024-11-25 09:34:13
Vashi,12.23,95,33.96,10.3,2024-11-25 09:34:18
Marine Drive,20.63,77,188.58,13.71,2024-11-25 09:34:23
Dadar,2.08,77,165.48,2.94,2024-11-25 09:34:28
Thane,36.53,100,198.12,1.3,2024-11-25 09:34:33
Mulund,38.64,49,55.68,0.37,2024-11-25 09:34:38
Parel,21.94,55,115.21,9.3,2024-11-25 09:34:43
Vile Parle,-3.33,51,161.97,14.03,2024-11-25 09:34:48
Dahisar,-1.98,94,153.32,1.53,2024-11-25 09:34:53
Bhayandar,11.03,22,82.94,14.57,2024-11-25 09:34:58
Borivali,-8.6,50,113.5,12.74,2024-11-25 09:35:03
Kurla,0.32,53,114.65,3.81,2024-11-25 09:35:08
Colaba,11.29,97,139.22,3.32,2024-11-25 09:35:13
Worli,19.7,24,165.43,5.79,2024-11-25 09:35:18
Jogeshwari,-3.1,71,103.02,19.89,2024-11-25 09:35:24
Jogeshwari,36.15,99,115.8,19.48,2024-11-25 09:35:29
Nariman Point,11.91,39,169.79,16.14,2024-11-25 09:35:34
Nariman Point,0.06,75,90.06,2.32,2024-11-25 09:35:39
Matunga,-9.95,100,198.84,11.32,2024-11-25 09:35:44
Vashi,35.05,27,110.82,3.77,2024-11-25 09:35:49
Matunga,18.08,26,49.49,14.67,2024-11-25 09:35:54
Chembur,5.57,51,199.62,3.88,2024-11-25 09:35:59
Kurla,30.76,69,3.88,8.68,2024-11-25 09:36:04
Colaba,-5.5,39,162.85,7.61,2024-11-25 09:36:09
Chembur,-3.52,22,8.77,10.47,2024-11-25 09:36:14
Versova,19.36,62,148.36,14.72,2024-11-25 09:36:19
Sion,23.63,46,101.65,10.64,2024-11-25 09:36:24
Matunga,-8.47,58,162.23,1.28,2024-11-25 09:36:29
Ghatkopar,34.29,67,18.65,11.71,2024-11-25 09:36:34
Mahalaxmi,19.53,70,103.95,11.9,2024-11-25 09:36:39
Marine Drive,29.29,78,32.11,12.5,2024-11-25 09:36:44
Kandivali West,5.23,29,86.92,18.34,2024-11-25 09:36:49
Sion,31.16,32,182.02,14.41,2024-11-25 09:36:54
Nariman Point,30.03,38,80.17,12.31,2024-11-25 09:36:59
Worli,-2.0,35,89.48,1.21,2024-11-25 09:37:04
Parel,-9.56,92,10.78,7.52,2024-11-25 09:37:09
Matunga,7.02,77,148.74,19.49,2024-11-25 09:37:14
Ghatkopar,-7.59,39,158.4,17.72,2024-11-25 09:37:19
Kandivali East,15.96,83,157.55,13.44,2024-11-25 09:37:24
Sion,0.7,42,13.87,11.36,2024-11-25 09:37:29
Santacruz,22.17,26,12.67,6.36,2024-11-25 09:37:34
Mulund,6.23,40,32.76,8.61,2024-11-25 09:37:39
Malad,7.59,95,63.2,16.13,2024-11-25 09:37:44
Matunga,20.23,30,60.77,15.37,2024-11-25 09:37:49
Vashi,13.26,82,184.98,14.71,2024-11-25 09:37:54
Kandivali East,8.06,84,38.53,4.85,2024-11-25 09:37:59
Borivali,0.36,84,40.59,11.91,2024-11-25 09:38:04
Malad,33.79,80,58.42,9.74,2024-11-25 09:38:09
Vashi,8.56,48,149.53,4.06,2024-11-25 09:38:14
Matunga,19.33,25,187.81,12.7,2024-11-25 09:38:19
Mulund,4.1,84,167.59,13.72,2024-11-25 09:38:24
Versova,-4.02,98,113.06,8.33,2024-11-25 09:38:29
Bandra,37.34,28,93.59,14.02,2024-11-25 09:38:34
Kurla,35.26,95,133.28,6.79,2024-11-25 09:38:39
Kandivali West,19.16,71,129.76,5.82,2024-11-25 09:38:44
Nariman Point,-2.85,83,3.83,7.57,2024-11-25 09:38:49
Vile Parle,5.93,73,96.64,4.05,2024-11-25 09:38:54
Matunga,13.18,21,74.98,15.96,2024-11-25 09:38:59
Dahisar,-7.17,95,88.32,18.7,2024-11-25 09:39:04
Jogeshwari,9.72,84,13.18,2.15,2024-11-25 09:39:09
Colaba,23.36,74,23.52,13.18,2024-11-25 09:39:14
Nariman Point,9.98,41,133.4,10.93,2024-11-25 09:39:19
Mahalaxmi,-2.72,27,83.86,4.77,2024-11-25 09:39:24
Lower Parel,17.92,49,174.8,15.86,2024-11-25 09:39:29
Borivali,39.95,79,79.28,14.05,2024-11-25 09:39:34
Marine Drive,12.79,44,81.89,9.25,2024-11-25 09:39:40
Matunga,32.06,46,151.67,19.15,2024-11-25 09:39:45
Dadar,13.63,60,123.89,11.81,2024-11-25 09:39:50
Marine Drive,39.74,74,35.68,7.98,2024-11-25 09:39:55
Marine Drive,11.64,48,31.96,5.75,2024-11-25 09:40:00
Matunga,11.01,58,23.24,15.95,2024-11-25 09:40:05
Kurla,29.59,46,197.94,7.91,2024-11-25 09:40:10
Kandivali West,16.5,98,87.83,13.31,2024-11-25 09:40:15
Jogeshwari,2.64,93,72.15,8.17,2024-11-25 09:40:20
Prabhadevi,31.42,26,0.92,1.14,2024-11-25 09:40:25
Mahalaxmi,36.01,93,24.71,0.85,2024-11-25 09:40:30
Colaba,18.35,55,95.06,9.89,2024-11-25 09:40:35
Jogeshwari,-9.57,39,64.81,14.65,2024-11-25 09:40:40
Mahalaxmi,9.51,65,13.49,9.09,2024-11-25 09:40:45
Worli,-5.05,52,164.9,6.0,2024-11-25 09:40:50
Mulund,15.04,49,153.63,6.96,2024-11-25 09:40:55
Prabhadevi,12.63,56,198.08,17.9,2024-11-25 09:41:00
Kandivali,19.11,85,57.85,1.52,2024-11-25 09:41:05
Worli,15.24,43,16.14,1.55,2024-11-25 09:41:10
Kandivali,38.19,50,180.76,8.74,2024-11-25 09:41:15
Khar,39.04,89,59.85,10.28,2024-11-25 09:41:20
Dadar,20.03,64,86.97,7.16,2024-11-25 09:41:25
Saki Naka,26.71,86,73.68,8.51,2024-11-25 09:41:30
Borivali,38.35,98,166.95,6.78,2024-11-25 09:41:35
Mahalaxmi,-0.31,70,54.69,13.85,2024-11-25 09:41:40
Dahisar,35.78,31,188.94,17.17,2024-11-25 09:41:45
Bandra,26.29,56,169.1,9.79,2024-11-25 09:41:51
Sion,36.69,100,132.31,8.4,2024-11-25 09:41:56
Saki Naka,29.47,46,73.12,14.65,2024-11-25 09:42:01
Matunga,28.58,61,129.12,13.14,2024-11-25 09:42:06
Borivali,28.75,79,148.76,15.68,2024-11-25 09:42:11
Thane,24.79,29,7.77,17.99,2024-11-25 09:42:16
Bhayandar,33.17,61,174.1,14.71,2024-11-25 09:42:21
Kandivali West,26.74,98,49.06,4.36,2024-11-25 09:42:26
Mulund,13.08,95,47.84,9.6,2024-11-25 09:42:31
Khar,-5.33,45,178.64,14.87,2024-11-25 09:42:36
Chembur,7.41,27,112.17,10.53,2024-11-25 09:42:41
Bandra,11.1,82,158.29,17.22,2024-11-25 09:42:46
Vashi,39.41,32,119.34,13.72,2024-11-25 09:42:51
Andheri,1.19,30,63.94,0.97,2024-11-25 09:42:56
Khar,1.6,52,39.21,5.29,2024-11-25 09:43:01
Dahisar,20.33,51,118.89,5.01,2024-11-25 09:43:06
Nariman Point,29.27,75,26.36,13.54,2024-11-25 09:43:11
Kandivali West,26.25,100,26.95,16.51,2024-11-25 09:43:17
Vile Parle,7.03,78,52.46,15.64,2024-11-25 09:43:22
Dahisar,14.33,80,167.42,6.7,2024-11-25 09:43:27
Andheri,11.01,66,180.11,12.43,2024-11-25 09:43:32
Ghatkopar,36.64,74,95.53,1.51,2024-11-25 09:43:37
Khar,15.16,47,150.06,16.73,2024-11-25 09:43:42
Colaba,36.71,86,150.8,12.02,2024-11-25 09:43:47
Dahisar,37.59,54,9.28,17.91,2024-11-25 09:43:52
Matunga,21.9,61,84.93,19.6,2024-11-25 09:43:57
Bandra,12.23,48,51.78,1.33,2024-11-25 09:44:02
Kandivali East,28.03,95,145.86,1.15,2024-11-25 09:44:07
Kandivali,5.25,35,20.14,9.6,2024-11-25 09:44:12
Marine Drive,5.31,90,162.61,8.68,2024-11-25 09:44:17
Kurla,19.69,100,70.62,3.13,2024-11-25 09:44:22
Thane,-5.61,87,139.09,17.28,2024-11-25 09:44:27
Malad,1.45,86,112.41,12.19,2024-11-25 09:44:32
Versova,39.48,98,187.49,16.24,2024-11-25 09:44:37
Dadar,-8.23,39,64.25,9.04,2024-11-25 09:44:42
Kandivali,31.34,92,17.33,8.49,2024-11-25 09:44:47
Thane,3.14,49,74.82,0.58,2024-11-25 09:44:52
Vashi,10.63,66,136.58,19.39,2024-11-25 09:44:57
Colaba,7.43,29,100.01,12.33,2024-11-25 09:45:02
Kandivali West,38.4,26,110.43,12.86,2024-11-25 09:45:07
Prabhadevi,32.82,99,159.47,17.61,2024-11-25 09:45:12
Borivali,16.49,51,84.49,10.79,2024-11-25 09:45:17
Parel,22.45,51,131.31,18.99,2024-11-25 09:45:23
Matunga,35.14,73,126.45,0.64,2024-11-25 09:45:28
Thane,17.47,93,56.13,7.65,2024-11-25 09:45:33
Lower Parel,3.95,20,78.61,13.58,2024-11-25 09:45:38
Dahisar,32.01,50,42.22,4.95,2024-11-25 09:45:43
Versova,38.03,65,20.43,12.14,2024-11-25 09:45:48
Worli,34.57,83,110.82,17.99,2024-11-25 09:45:53
Vashi,29.95,62,150.45,11.92,2024-11-25 09:45:58
Vashi,-5.56,58,188.08,3.94,2024-11-25 09:46:03
Bhayandar,25.54,94,24.14,0.11,2024-11-25 09:46:08
Malad,24.13,40,2.8,15.93,2024-11-25 09:46:13
Bandra,18.71,24,97.86,11.67,2024-11-25 09:46:19
Thane,30.94,73,156.12,1.82,2024-11-25 09:46:24
Sion,-1.06,67,73.74,10.17,2024-11-25 09:46:29
Dadar,25.02,65,75.4,3.88,2024-11-25 09:46:34
Marine Drive,21.52,25,63.05,12.82,2024-11-25 09:46:39
Thane,-7.5,80,108.91,15.84,2024-11-25 09:46:44
Thane,12.87,86,142.44,5.69,2024-11-25 09:46:49
Saki Naka,21.23,32,131.69,14.78,2024-11-25 09:46:54
Mahalaxmi,-4.76,51,199.13,8.09,2024-11-25 09:46:59
Mulund,21.01,66,35.27,13.13,2024-11-25 09:47:04
Chembur,24.27,29,68.29,18.99,2024-11-25 09:47:09
Dadar,10.7,20,27.26,3.74,2024-11-25 09:47:14
Vashi,10.2,27,48.55,15.89,2024-11-25 09:47:19
Dadar,13.8,51,74.88,17.29,2024-11-25 09:47:24
Worli,34.18,52,193.58,12.78,2024-11-25 09:47:29
Malad,34.7,22,143.08,12.59,2024-11-25 09:47:34
Santacruz,35.31,34,154.71,12.15,2024-11-25 09:47:39
Borivali,19.13,77,24.32,14.17,2024-11-25 09:47:44
Ghatkopar,-3.86,22,130.66,9.68,2024-11-25 09:47:50
Prabhadevi,7.37,47,48.64,3.54,2024-11-25 09:47:55
Vashi,34.85,80,78.29,19.48,2024-11-25 09:48:00
Saki Naka,38.32,62,111.22,13.91,2024-11-25 09:48:05
Vashi,27.27,86,106.59,14.75,2024-11-25 09:48:10
Mahalaxmi,36.36,45,35.03,8.03,2024-11-25 09:48:15
Kandivali East,8.53,29,63.45,9.23,2024-11-25 09:48:20
Nariman Point,30.96,91,133.53,16.16,2024-11-25 09:48:25
Bhayandar,26.62,53,51.01,2.51,2024-11-25 09:48:30
Matunga,5.5,51,44.75,8.34,2024-11-25 09:48:35
Malad,14.45,96,70.62,13.29,2024-11-25 09:48:40
Vashi,34.36,38,175.56,15.23,2024-11-25 09:48:45
Colaba,26.35,69,125.01,9.4,2024-11-25 09:48:50
Matunga,33.66,37,26.88,4.58,2024-11-25 09:48:55
Andheri,1.41,59,148.8,7.35,2024-11-25 09:49:00
Thane,-8.71,31,167.9,6.81,2024-11-25 09:49:05
Colaba,31.26,98,64.76,18.32,2024-11-25 09:49:10
Kandivali West,21.7,31,163.38,11.06,2024-11-25 09:49:15
Saki Naka,16.55,25,173.21,2.2,2024-11-25 09:49:20
Lower Parel,20.93,21,124.72,16.57,2024-11-25 09:49:25
Mulund,-9.02,50,66.37,15.59,2024-11-25 09:49:30
Kandivali West,27.14,47,21.13,10.23,2024-11-25 09:49:35
Bandra,10.65,59,193.83,15.86,2024-11-25 09:49:40
Santacruz,-8.06,60,142.92,1.28,2024-11-25 09:49:45
Malad,-6.27,69,106.99,13.33,2024-11-25 09:49:50
Parel,14.39,39,59.59,1.6,2024-11-25 09:49:55
Thane,-0.35,40,39.09,0.09,2024-11-25 09:50:00
Chembur,4.45,37,175.15,13.56,2024-11-25 09:50:05
Jogeshwari,33.27,59,179.53,19.39,2024-11-25 09:50:10
Andheri,-8.07,25,123.74,11.96,2024-11-25 09:50:15
Andheri,27.84,96,84.09,15.35,2024-11-25 09:50:20
Nariman Point,36.21,74,148.36,2.53,2024-11-25 09:50:25
Colaba,11.19,90,151.74,5.69,2024-11-25 09:50:30
Versova,11.21,94,63.43,2.98,2024-11-25 09:50:35
Vile Parle,29.21,46,41.7,13.26,2024-11-25 09:50:40
Parel,17.37,24,112.44,5.17,2024-11-25 09:50:45
Borivali,29.7,95,64.5,10.85,2024-11-25 09:50:50
Dahisar,-1.77,25,192.55,17.47,2024-11-25 09:50:55
Dahisar,-3.65,58,100.46,7.4,2024-11-25 09:51:00
Malad,0.51,72,5.93,0.82,2024-11-25 09:51:05
Bhayandar,13.34,80,178.37,19.56,2024-11-25 09:51:10
Bhayandar,17.0,94,135.52,15.31,2024-11-25 09:51:15
Borivali,-0.92,87,7.41,15.64,2024-11-25 09:51:20
Bandra,24.36,43,29.31,17.04,2024-11-25 09:51:25
Santacruz,-5.58,45,98.54,14.57,2024-11-25 09:51:30
Bhayandar,23.81,67,80.59,2.7,2024-11-25 09:51:35
Kandivali East,3.06,42,90.52,11.16,2024-11-25 09:51:40
Nariman Point,6.03,94,135.95,6.55,2024-11-25 09:51:45
Dadar,28.47,98,193.68,16.51,2024-11-25 09:51:50
Mulund,35.81,79,93.32,1.97,2024-11-25 09:51:55
Lower Parel,12.67,39,147.16,0.63,2024-11-25 09:52:00
Mulund,11.45,67,31.99,17.23,2024-11-25 09:52:05
Malad,35.31,32,115.69,14.94,2024-11-25 09:52:10
Versova,38.44,58,198.57,16.44,2024-11-25 09:52:15
Jogeshwari,16.9,45,146.43,14.32,2024-11-25 09:52:20
Matunga,11.88,69,133.16,0.16,2024-11-25 09:52:25
Mulund,38.42,54,39.01,16.0,2024-11-25 09:52:30
Dahisar,38.72,64,103.28,2.56,2024-11-25 09:52:35
Malad,0.53,46,187.49,5.34,2024-11-25 09:52:40
Jogeshwari,15.8,98,144.08,11.01,2024-11-25 09:52:45
Colaba,12.81,45,105.84,11.26,2024-11-25 09:52:50
Saki Naka,29.98,87,36.82,19.46,2024-11-25 09:52:55
Dadar,13.94,64,177.03,18.48,2024-11-25 09:53:00
Worli,32.53,93,185.0,8.85,2024-11-25 09:53:05
Khar,37.54,65,143.55,2.0,2024-11-25 09:53:10
Nariman Point,22.42,92,107.24,11.93,2024-11-25 09:53:15
Vile Parle,-0.31,88,143.53,15.72,2024-11-25 09:53:20
Lower Parel,39.89,72,168.76,19.23,2024-11-25 09:53:25
Sion,26.74,41,100.01,4.58,2024-11-25 09:53:30
Vile Parle,24.24,44,144.26,8.61,2024-11-25 09:53:36
Kurla,14.98,97,85.33,16.27,2024-11-25 09:53:41
Mahalaxmi,37.35,70,171.4,14.85,2024-11-25 09:53:46
Dahisar,0.93,80,102.61,15.69,2024-11-25 09:53:51
Santacruz,-3.71,47,98.0,19.36,2024-11-25 09:53:56
Santacruz,1.52,57,30.2,15.94,2024-11-25 09:54:01
Worli,15.5,78,107.57,12.33,2024-11-25 09:54:06
Andheri,20.23,95,192.72,8.62,2024-11-25 09:54:11
Dahisar,19.82,50,142.37,18.06,2024-11-25 09:54:16
Kandivali East,24.5,20,125.26,10.63,2024-11-25 09:54:21
Parel,32.65,90,53.47,6.43,2024-11-25 09:54:26
Prabhadevi,-4.94,44,178.52,8.61,2024-11-25 09:54:31
Bhayandar,32.75,52,89.53,17.18,2024-11-25 09:54:36
Mahalaxmi,-1.9,21,89.04,1.29,2024-11-25 09:54:41
Mulund,2.69,75,93.75,9.0,2024-11-25 09:54:46
Versova,29.51,71,33.68,7.58,2024-11-25 09:54:51
Andheri,26.07,100,152.58,1.42,2024-11-25 09:54:56
Kandivali East,32.76,55,87.91,15.59,2024-11-25 09:55:01
Dadar,1.3,42,40.08,10.91,2024-11-25 09:55:06
Parel,28.0,65,125.34,15.15,2024-11-25 09:55:11
Saki Naka,-4.07,61,178.79,17.9,2024-11-25 09:55:16
Dahisar,-7.69,80,57.92,14.94,2024-11-25 09:55:21
Thane,7.82,51,72.85,13.56,2024-11-25 09:55:26
Andheri,0.49,54,154.15,3.86,2024-11-25 09:55:31
Borivali,25.63,60,169.16,16.44,2024-11-25 09:55:36
Kurla,29.66,20,95.48,0.98,2024-11-25 09:55:41
Mulund,4.73,30,78.27,19.66,2024-11-25 09:55:46
Sion,21.63,21,66.18,8.07,2024-11-25 09:55:51
Kandivali West,18.24,54,139.12,8.72,2024-11-25 09:55:56
Bhayandar,4.34,41,30.36,7.46,2024-11-25 09:56:02
Saki Naka,33.11,27,70.51,0.27,2024-11-25 09:56:07
Mulund,10.23,43,72.71,15.82,2024-11-25 09:56:12
Colaba,28.09,55,144.13,10.47,2024-11-25 09:56:17
Khar,18.43,21,124.56,17.79,2024-11-25 09:56:22
Mulund,35.6,30,114.67,6.64,2024-11-25 09:56:27
Vashi,32.75,96,6.87,18.16,2024-11-25 09:56:32
Kandivali,26.15,73,194.06,5.79,2024-11-25 09:56:37
Chembur,37.31,77,88.08,16.04,2024-11-25 09:56:42
Malad,-2.59,64,134.35,6.5,2024-11-25 09:56:47
Ghatkopar,34.45,48,167.78,13.95,2024-11-25 09:56:52
Versova,6.57,30,107.85,9.08,2024-11-25 09:56:57
Dahisar,12.95,86,166.25,4.29,2024-11-25 09:57:03
Matunga,-0.2,33,74.68,16.74,2024-11-25 09:57:08
Thane,22.13,49,6.87,12.33,2024-11-25 09:57:13
Nariman Point,12.65,77,111.9,10.79,2024-11-25 09:57:18
Dadar,5.24,47,188.22,2.74,2024-11-25 09:57:23
Matunga,34.86,47,151.01,17.33,2024-11-25 09:57:28
Vile Parle,8.41,73,16.3,0.45,2024-11-25 09:57:33
Prabhadevi,33.03,46,173.18,2.78,2024-11-25 09:57:38
Mahalaxmi,18.57,90,31.09,6.0,2024-11-25 09:57:43
Borivali,35.54,80,36.89,17.89,2024-11-25 09:57:48
Sion,21.55,24,194.18,17.49,2024-11-25 09:57:53
Chembur,12.67,34,144.56,4.67,2024-11-25 09:57:58
Andheri,14.3,41,56.18,8.25,2024-11-25 09:58:03
Kurla,39.14,82,131.13,5.57,2024-11-25 09:58:08
Colaba,18.83,24,15.56,14.7,2024-11-25 09:58:13
Chembur,11.36,58,25.33,6.81,2024-11-25 09:58:18
Mulund,-7.83,62,129.57,4.59,2024-11-25 09:58:23
Bhayandar,21.7,85,0.31,15.37,2024-11-25 09:58:28
Andheri,18.42,27,105.16,7.65,2024-11-25 09:58:33
Kurla,-9.74,91,57.2,5.35,2024-11-25 09:58:38
Borivali,28.73,64,133.26,13.86,2024-11-25 09:58:43
Kandivali East,11.33,94,164.35,4.51,2024-11-25 09:58:48
Prabhadevi,30.9,28,22.62,7.12,2024-11-25 09:58:53
Chembur,29.34,46,125.57,17.49,2024-11-25 09:58:58
Vashi,4.05,66,136.82,11.3,2024-11-25 09:59:03
Chembur,-9.33,77,16.65,4.53,2024-11-25 09:59:08
Lower Parel,13.07,80,116.24,17.77,2024-11-25 09:59:13
Thane,10.24,32,193.44,1.58,2024-11-25 09:59:18
Bhayandar,18.19,37,53.43,15.75,2024-11-25 09:59:23
Nariman Point,36.28,84,111.69,15.72,2024-11-25 09:59:28
Parel,35.48,72,146.76,10.52,2024-11-25 09:59:33
Andheri,9.41,91,74.28,7.4,2024-11-25 09:59:38
Thane,14.43,70,95.85,5.44,2024-11-25 09:59:44
Saki Naka,3.57,32,29.49,13.22,2024-11-25 09:59:49
Prabhadevi,27.77,29,2.45,7.94,2024-11-25 09:59:54
Vashi,28.74,57,161.79,13.54,2024-11-25 09:59:59
Jogeshwari,24.39,59,194.04,12.66,2024-11-25 10:00:04
Kurla,28.26,35,115.07,7.16,2024-11-25 10:00:09
Kurla,-0.69,77,19.52,6.65,2024-11-25 10:00:14
Andheri,17.16,82,17.72,1.46,2024-11-25 10:00:19
Matunga,18.7,30,149.53,10.31,2024-11-25 10:00:24
